code,libelle,age_apparition,cim,GARD,MedDRA,MeSH,OMIM,prevalence,synonymes,UMLS
34587,Glycogénose par déficit en LAMP-2,Enfance,E74.0,9730,-,-,300257,<1 / 1 000 000,Glycogénose lysosomale à activité maltase acide normale ; Maladie de Danon,C0878677
34592,Immunodéficience par déficit d'expression des molécules HLA de classe 1,Enfance,D81.6,8427,-,-,241600  604571,-,Syndrome des lymphocytes dénudés type I,C1858266
35061,Herpès cutané idiopathique récidivant et délabrant,-,B00.1,-,-,-,-,-,-,-
35062,Infection disséminée à cytomégalovirus idiopathique,-,B25.8,-,-,-,-,-,Infection disséminée à CMV idiopathique,-
35063,Hépatite virale fulminante,-,K72,-,-,-,-,-,-,-
35065,Pneumococcie grave idiopathique,-,A40.3,-,-,-,-,-,-,-
35069,Dystrophie neuroaxonale infantile,"Petite enfance, Néonatal",G23.0,3957,-,-,256600  610217,Inconnu,DNAI ; Maladie de Seitelberger ; Neurodégénérescence associée à la phospholipase A2 ; PLAN,C0270724
35078,Déficit immunitaire combiné sévère T-B+ par déficit en JAK3,"Petite enfance, Néonatal",D81.2,-,-,-,600802,Inconnu,DICS T-B+ par déficit en JAK3 ; ICDS T-B+ par déficit en JAK3 ; Immunodéficience combinée sévère T-B+ par déficit en JAK3 ; SCID T-B+ par déficit en JAK3,-
35093,Scaphocéphalie isolée,"Petite enfance, Néonatal",Q75.0,-,-,-,123100  600775  615529,-,Dolichocéphalie isolée ; Synostose sagittale non syndromique,C0265534
35098,Plagiocéphalie isolée,"Petite enfance, Néonatal",Q67.3,-,-,-,123100  615314  616602,-,Plagiocéphalie synostotique ; Synostose unicornale non syndromique,-
35099,Brachycéphalie isolée,"Petite enfance, Néonatal",Q75.0,-,-,-,123100  615314  616602,-,Synostose bicoronale non syndromique,C0221356
35107,Desmostérolose,"Petite enfance, Néonatal, Prénatal",Q87.8,10283,-,-,602398,<1 / 1 000 000,-,C1865596
35120,Anémie hémolytique due à un déficit en pyrimidine 5' nucléotidase,"Petite enfance, Néonatal",D55.3,-,-,-,266120,-,Déficit en P5N ; Déficit en UMPH1 ; Déficit en uridine 5'-monophosphate hydrolase,C1849507
35121,Déficit en phosphatase acide lysosomale,"Petite enfance, Néonatal",E83.3,-,-,-,200950,<1 / 1 000 000,-,C0268410
35122,Déficit congénital en saccharase-isomaltase,Enfance,E74.3,6183  7710,10066387,C538139,222900,1-5 / 10 000,CSID ; DSIC ; Intolérance aux disaccharides ; Intolérance congénitale au saccharose ; Malabsorption congénitale du saccharose et de l'isomaltose,C1283620
35125,Syndrome du naevus épidermique,"Petite enfance, Néonatal",Q85.8,-,10014985,C536114  D054000,-,Inconnu,Syndrome de l'hamartome épidermique,C0334082
35173,Chondrodysplasie ponctuée dominante liée à l'X,"Petite enfance, Néonatal",Q77.3,6189,-,-,302960,1-9 / 1 000 000,CDPX2 ; CDPXD ; CPXD ; Chondrodysplasie ponctuée liée à X type 2 ; Chondrodystrophie congénitale calcifiante ; Syndrome de Conradi-Hünermann-Happle,C0263627  C0282102
35612,Nanophtalmie,"Petite enfance, Néonatal",Q11.2,-,-,-,600165  609549  611897  615972,Inconnu,-,-
35664,Syndrome de De Barsy associé à ALDH18A1,"Petite enfance, Néonatal",Q87.8,-,-,-,219150,<1 / 1 000 000,Déficit en P5CS ; Déficit en delta-1-pyrroline 5-carboxylate synthétase ; Syndrome neurocutané type Bicknell,-
35686,Choroïdite serpigineuse,-,H30.8,31,-,-,-,-,Choroïdopathie géographique hélicoïdale péripapillaire,C0729842
35687,Maladie d'Erdheim-Chester,Adulte,D76.3,6369,10060801,D031249,-,Inconnu,-,C0878675
35688,Déformation de Madelung,Enfance,Q74.0,-,10007700,-,127300,Inconnu,-,C0152441
35689,Sclérose latérale primitive,"Troisième age, Adulte",G12.2,10684,10036704,-,611637,1-9 / 100 000,PLS ; PLS de l'adulte ; SLP ; SLP de l'adulte ; Sclérose latérale primitive de l'adulte,C0154682  C1968845
35701,Déficit en 3-hydroxy-3-méthylglutaryl-CoA synthétase,Enfance,E71.3,2712,-,-,605911,<1 / 1 000 000,Déficit en HMG-CoA synthétase,C2751532
35704,Déficit en l-arginine:glycine amidinotransférase,Petite enfance,E72.8,10323,-,-,612718,<1 / 1 000 000,Déficit en AGAT,C2675179
35706,Acidémie glutarique type 3,Tout âge,E72.3,12469,-,-,231690,Inconnu,Acidurie glutarique type 3 ; Déficit en glutaryl-CoA oxydase,C0342873
35708,Déficit en décarboxylase des acides aminés aromatiques,"Petite enfance, Néonatal",G24.8,770,-,-,608643,<1 / 1 000 000,Déficit en AADC,C0342686  C1291564
35710,Malabsorption du glucose-galactose,"Petite enfance, Néonatal",E74.3,6521,10066388,-,606824,Inconnu,Déficit en SGLT1,C0268186
35737,Syndrome morning glory,Enfance,Q14.2,-,10027974,-,120430,Inconnu,Colobome ectasique ; Syndrome de l'anthémis du matin ; Syndrome de la fleur de liseron,C0549307
35858,Maladie de Gräsbeck-Imerslund,Enfance,D51.1,7006,-,-,261100,Inconnu,Anémie mégaloblastique congénitale ; Syndrome de malabsorption sélective de la cobalamine-protéinurie,C1306856
35878,Syndrome d'hyperinsulinisme et hyperammoniémie,"Petite enfance, Néonatal",E72.8,9931,-,-,606762,Inconnu,Syndrome HI/HA,-
35889,Intoxication aiguë par les opioïdes,Tout âge,T40.0  T40.1  T40.2,-,-,-,-,Inconnu,-,-
35909,Déficit combiné en facteurs V et VIII,Tout âge,D68.8,-,-,-,227300  227310  613625,1-9 / 1 000 000,Déficit combiné en FV et FVIII ; Déficit familial multiple en facteurs de coagulation ; F5F8D,C1856883
36234,Syndrome du choc toxique bactérien,Tout âge,A48.3,9560,-,-,-,1-9 / 100 000,SCT bactérien,-
36235,Scarlatine à staphylocoques,-,A38,-,-,-,-,-,-,-
36236,Syndrome d'épidermolyse staphylococcique,Tout âge,L00,-,10041929,D013206,-,Inconnu,Maladie exfoliante généralisée ; Syndrome de la peau ébouillantée,C0038165
36237,Impétigo bulleux,Tout âge,L01.0,-,10006563,-,-,Inconnu,-,C0021100
36238,Pneumonie nécrosante staphylococcique,Enfance,J15.2,-,-,-,-,Inconnu,-,-
36258,Maladie de Buerger,Adulte,I73.1,5969,-,-,211480,1-5 / 10 000,Thromboangéite oblitérante,C0040021
36273,Linite gastrique,Adulte,C16.9,-,-,-,-,Inconnu,Cancer de l'estomac type Borrmann 4 ; Linite plastique de l'estomac,-
36355,Anomalie du récepteur P2Y12,Enfance,D69.8,12478,-,-,609821,<1 / 1 000 000,Anomalie du récepteur plaquettaire P2Y12 de l'ADP,C1853278
36367,Monosomie distale 1q,-,Q93.5,-,-,-,612337,-,Délétion distale 1q ; Délétion télomérique 1q ; Monosomie 1qter,-
36382,Dissection héréditaire des artères cervicales et cérébrales,Adulte,I72.0  I72.5,-,-,-,-,-,Dissection familiale des artères cervicales et cérébrales,-
36383,Leucoencéphalopathie vasculaire familiale associée à COL4A1,-,-,-,-,-,607595,-,Anomalie des petits vaisseaux du cerveau avec hémorragie associée à COL4A1 ; Syndrome autosomique dominant de tortuosité des artérioles rétiniennes-hémiparésie infantile-leucoencéphalopathie associé à COL4A1,C1843512  C2930808
36386,Neuropathie héréditaire sensitive et autonomique type 1,Tout âge,G60.8,6635,-,-,162400  613640  613708  615632,Inconnu,HSAN1 ; NHSA1 ; Neuropathie héréditaire sensitive et autonomique type I,C0020071
36387,Epilepsie généralisée avec convulsions fébriles plus,Enfance,G40.3,-,-,-,604233  604403  609800  611277  612279  613060  613828  613863  616172,Inconnu,GEFS+,C3502809
36397,Adipose douloureuse,Adulte,E88.2,5750,10001294,D000274,103200,Inconnu,Lipomatose symétrique douloureuse ; Maladie de Dercum ; Neurolipomatose ; Neurolipomatose douloureuse de Dercum,C0001529
36412,Vascularite urticarienne hypocomplémentémique,Tout âge,M31.8,6725,-,-,-,Inconnu,Syndrome de MacDuffie ; Syndrome de McDuffie ; Vascularite anti-C1q ; Vascularite urticarienne hypocomplémentémique de Mac Duffie ; Vascularite urticarienne hypocomplémentémique de McDuffie,-
36426,Syndrome de Stevens-Johnson,Tout âge,L51.1,7700,10042033,D013262,608579,Inconnu,Dermatostomatite type Stevens-Johnson,C0038325
36899,Dystonie myoclonique héréditaire,"Enfance, Adolescence, Adulte",G24.1,7139,-,C536096,159900  616398,1-9 / 1 000 000,Dystonie sensible à l'alcool ; Myoclonus-dystonie,C1834570
36913,Hypoparathyroïdie auto-immune,-,E20.8,-,-,-,-,-,-,C0271865
37042,Syndrome de dérèglement immunitaire-polyendocrinopathie-entéropathie lié à l'X,"Petite enfance, Néonatal, Prénatal",E31.0,1850,-,-,304790,<1 / 1 000 000,Entéropathie auto-immune de type 1 ; IPEX,C0342288
37202,Cystite interstitielle,Tout âge,N30.1,-,10011796,D018856,-,1-5 / 10 000,IC/BPS ; IC/PBS ; Syndrome de la vessie douloureuse,C0282488  C0600040  C1720830  C3160917
37553,Syndrome de paralysie périodique sensible au potassium-dysrythmie cardiaque,Enfance,G72.3,9453,-,-,170390,Inconnu,LQT7 ; Syndrome d'Andersen ; Syndrome d'Andersen-Tawil ; Syndrome du QT long type 7,C1563715
37559,Syndrome kinky hair acquis,-,L67.8,-,-,-,-,-,-,-
37612,Ataxie épisodique type 1,-,G11.8,-,-,-,160120,Inconnu,Ataxie épisodique avec myokymie,C1719788
37629,Neutropénie néonatale,-,-,-,10029358,-,-,-,-,C0158997  C0543693
37748,Syndrome de Schnitzler,Adulte,L50.8,12390,10062908,D019873,-,<1 / 1 000 000,Urticaire chronique avec gammopathie ; Urticaire chronique avec macroglobulinémie,C0524988
38874,Dihydropyrimidinurie,"Enfance, Petite enfance",E79.8,12347,-,-,222748,<1 / 1 000 000,Déficit en dihydropyrimidinase,C0342803  C3495551
39041,Syndrome d'Omenn,"Petite enfance, Néonatal",D81.8,8198,10069097,-,603554,<1 / 1 000 000,Déficit immunitaire combiné avec hyperéosinophilie,C2700553
39044,Mélanome uvéal,Adulte,C69.3,8621,10061252,C536494,155720  606660  606661,1-9 / 100 000,Mélanome choroïdien ; Mélanome de l'iris,C0220633  C0346373  C0346388
39812,Maladie du greffon contre l'hôte,Tout âge,T86.0,-,10018651,-,614395,1-9 / 100 000,-,C0018133
40366,Embryopathie à l'acitrétine/étrétinate,"Prénatal, Néonatal",Q86.8,-,-,-,-,<1 / 1 000 000,Embryopathie aux rétinoïdes ; Exposition anténatale à l'acitrétine ou l'étrétinate,-
40923,Maladie d'Eales,Adulte,H35.0,6309,10057429,C538011,-,Inconnu,Perivascularite rétinienne idiopathique ; Vascularite rétinienne idiopathique,C0271073
41751,Maladie de Bietti,-,H15.5,10050,-,C535440,210370,Inconnu,Dystrophie cornéo-rétinienne cristalline de Bietti ; Dystrophie cristalline de Bietti ; Rétinopathie cristalline de Bietti,C1859486
42062,Iminoglycinurie,Tout âge,E72.0,8424,-,C536285,242600,1-9 / 100 000,-,C0268654
42642,Syndrome PFAPA,"Enfance, Petite enfance",E85.0,5657,-,-,-,Inconnu,Fièvre périodique type Marshall ; Syndrome de fièvre périodique-stomatite aphteuse-pharyngite-adénopathie,C2938935
42665,Syndrome de Tietz,Néonatal,-,7772,-,C536919,103500,<1 / 1 000 000,Syndrome d'hypopigmentation-surdité,C0391816
42738,Neutropénie congénitale sévère,Enfance,D70,-,10052210,C537592,-,<1 / 1 000 000,-,C1853118
42775,Syndrome PHACE,"Petite enfance, Prénatal, Néonatal",Q28.8,8338,10068032,-,606519,<1 / 1 000 000,Syndrome de Pascual-Castroviejo type 2,C1847874  C2242617
43115,Myopathie héréditaire avec acidose lactique par déficit en ISCU,Enfance,G71.3,-,-,-,255125,<1 / 1 000 000,Déficit en aconitase ; Myopathie ISCU ; Myopathie avec intolérance à l'effort type suédois,C1850718
43116,Syndrome sérotoninergique,Tout âge,-,-,10040108,D020230,-,Inconnu,-,C0699828
43117,Intoxication aiguë par les antidépresseurs tricycliques,Tout âge,T43.0,-,-,-,-,Inconnu,-,-
43119,Intoxication aiguë par les médicaments avec effet stabilisant de membrane,Tout âge,-,-,-,-,-,Inconnu,-,-
43393,Syndrome myasthénique de Lambert-Eaton,Adulte,G73.1,6851,10067685,D015624,-,1-9 / 1 000 000,-,C0022972
44890,Tumeur stromale gastro-intestinale,"Enfance, Adolescence, Adulte",C26.9,8598,10051066,D046152,606764,1-5 / 10 000,GIST ; Sarcome stromal gastro-intestinal,C0238198  C3179349
45358,Fibrose congénitale des muscles oculo-moteurs,Néonatal,H49.8,12590,-,-,135700  600638  602078  609384  609428  609612,1-9 / 1 000 000,FEOM,C1302995
45448,Myopathie distale type Miyoshi,Adulte,G71.0,9676,-,C537480,254130  613318,1-9 / 1 000 000,-,C1850808
45452,Flutter auriculaire idiopathique du nouveau-né,"Petite enfance, Néonatal",P29.1,-,-,-,-,Inconnu,-,-
45453,Tachycardie ventriculaire incessante du nouveau-né,"Petite enfance, Enfance",I47.2,-,-,-,-,1-9 / 100 000,-,C0340487
46059,Lathostérolose,Néonatal,Q87.8,9711,-,C537880,607330,<1 / 1 000 000,Déficit en stérol C5-désaturase,C1846421
46135,Lymphome primitif du système nerveux central,-,C83.3,9318,10036685,-,-,-,Lymphome cérébral primitif ; Lymphome primitif du SNC ; PCNSL,C0240803  C0280803
46348,Syndrome de douleur extrême paroxystique,"Petite enfance, Néonatal",-,12854,-,-,167400,<1 / 1 000 000,Douleur rectale familiale,C1833661
46486,Pemphigoïde des membranes muqueuses,Adulte,L12.1,5913,10057052,-,164185,Inconnu,Pemphigoïde cicatricielle ; Pemphigoïde des muqueuses ; Pemphigoïde mucosynechiante,C0030804
46487,Epidermolyse bulleuse acquise,Adulte,L12.3,6360,10056508,-,-,Inconnu,Epidermolysis bullosa acquisita,C0079293
46488,Dermatose à IgA linéaire,-,L10.8,-,10024515,-,-,-,-,C0406650
46532,Syndrome de persistance familiale de l'hémoglobine foetale-bêta-thalassémie,Enfance,D56.4,-,-,-,141749  142335  142470  305435  613566,Inconnu,HPFH - bêta-thalassémie,-
46627,Syndrome de Char,"Petite enfance, Néonatal",Q87.8,1237,-,C538076,169100,<1 / 1 000 000,Syndrome de persistance du canal artériel-dysmorphie faciale-anomalies du cinquième doigt,C1868570
46658,Syndrome de nanisme primordial-microdontie-dents opalescentes et sans racine,-,Q87.1,-,-,-,-,-,NMOSR,-
46724,Malformation artérioveineuse cérébrale,Tout âge,Q28.2,3020,-,D002538,108010,1-9 / 100 000,Malformation artérioveineuse intracrânienne,C0007772  C0917804
47044,Cancer papillaire rénal héréditaire,Adulte,C64,-,-,C538614,605074,-,HPRCC,C0879257  C2931899
47045,Urticaire familiale au froid,"Petite enfance, Enfance, Adolescence",L50.2,9535,10064570,-,120100  616115,Inconnu,FCU ; SFAF ; Syndrome familial auto-inflammatoire au froid,C0343068
47159,Acidose tubulaire rénale proximale,Tout âge,N25.8,-,10037080,-,179830  604278,Inconnu,ATRp ; Acidose tubulaire rénale type 2 ; pRTA,C0268435
47612,Syndrome de Felty,Adulte,M05.0,8234,10016386,D005258,134750,Inconnu,-,C0015773
48104,Pyoderma gangrenosum,"Enfance, Adolescence, Adulte, Troisième age",L88,7510,10037635,D017511,-,Inconnu,Pyodermite phagédénique,C0085652
48162,Syndrome de Lewis-Sumner,Tout âge,G61.8,-,10065580,-,-,1-9 / 1 000 000,Neuropathie démyélinisante multifocale sensitivomotrice acquise,C1695985
48372,Hyperplasie nodulaire régénérative du foie,Adulte,K76.8,10929,-,-,-,Inconnu,Nodules d'origine non cirrhotique ; Transformation nodulaire du foie,-
48377,Dermatose pustuleuse sous-cornée,Adulte,L13.1,-,10042342,-,-,Inconnu,Maladie de Sneddon-Wilkinson ; Pustulosis subcornealis,C0600336
48431,Syndrome de cataracte congénitale-dysmorphie faciale-neuropathie,"Petite enfance, Néonatal",Q87.8,-,-,-,604168,Inconnu,CCFDN,C1858726
48435,Vascularite post-infectieuse,Tout âge,I77.6,-,-,-,-,Inconnu,-,-
48652,Monosomie 22q13,"Petite enfance, Néonatal",Q93.5,10130,-,-,606232,Inconnu,Délétion 22q13 ; Syndrome de Phelan-McDermid,C1853490
48686,Lymphome primitif des séreuses,Adulte,C83.8,9247,10065857,D054685,-,Inconnu,Lymphome des cavités ; PEL,C1292753
48736,Carcinome embryonnaire du système nerveux central,-,C71.9,-,-,-,-,-,Carcinome embryonnaire du SNC,-
48818,Acéruléoplasminémie,Adulte,G23.0,9499,-,C536004,604290,<1 / 1 000 000,Déficit héréditaire en céruloplasmine,C0878682
48918,Myosite focale,Adulte,M60.8,-,-,-,-,<1 / 1 000 000,Myosite focale nodulaire ; Pseudotumeur inflammatoire des muscles squelettiques,C0751357
49041,Fibrose rétropéritonéale associée à IgG4,Adulte,N13.5,9568,10038979,D012185,228800,1-9 / 100 000,Fibrose rétropéritonéale idiopathique ; Maladie d'Ormond,C0035357
49042,Dentinogenèse imparfaite,Enfance,K00.5,6258,10054013,D003811,-,1-5 / 10 000,DGI ; DGI non syndromique ; DGI sans OI ; DI ; Dentinogenèse imparfaite non syndromique ; Dentinogenèse imparfaite sans ostéogenèse imparfaite ; Dents opalescentes sans OI,C0011436  C2973527
49382,Achromatopsie,"Petite enfance, Néonatal",H53.5,-,10000454,-,216900  262300  610024  613093  613856  616517,1-9 / 100 000,ACHM ; Achromatie ; Achromatopsie complète ; Cécité de Pingelap ; Monochromatie à bâtonnets,C0152200
49566,Purpura fulminans acquis,"Petite enfance, Néonatal",D65,-,10037556,D014884  D055665,-,-,-,C0043068  C0085650
49804,Lichen amyloïde,-,E85.4+  L99.0*,-,-,-,-,-,Amylose cutanée papuleuse,-
49827,Anémie mégaloblastique thiamine-dépendante,Enfance,Q21.0,9210,-,C536510,249270,<1 / 1 000 000,Anémie mégaloblastique sensible à la thiamine ; Syndrome d'anémie mégaloblastique sensible à la thiamine-diabète sucré-surdité de perception ; Syndrome de Rogers ; TRMA,C0342287
50251,Mésothéliome pleural,Tout âge,C45.0,-,10027406,D008654,156240,1-9 / 100 000,-,C0025500  C0812413  C1377913
50809,Ostéolyse talo-patello-scaphoïde,Enfance,-,10061,-,-,609655,<1 / 1 000 000,Syndrome de Singh-Williams-McAlister,C1864784
50810,Syndrome de microlissencéphalie-micromélie,"Petite enfance, Néonatal",Q04.3,-,-,-,-,<1 / 1 000 000,Syndrome de Basel-Vanagaite-Sirota,-
50811,Syndrome de lipodystrophie-déficience intellectuelle-surdité,Enfance,Q78.8,-,-,-,608154,<1 / 1 000 000,Syndrome de Rajab-Spranger,C1842465
50812,Syndrome de Zellweger-like sans anomalies peroxysomales,Enfance,Q87.8,-,-,-,-,<1 / 1 000 000,Syndrome d'Ahn-Lerman-Sagie,-
50814,Dysplasie cranio-lenticulo-suturale,"Petite enfance, Néonatal",Q75.8,-,-,-,607812,<1 / 1 000 000,Syndrome de Boyadjiev-Jabs,C1843042
50815,Surdité branchiogénique,"Prénatal, Néonatal",Q87.0,-,-,-,609166,<1 / 1 000 000,Syndrome de Mégarbané-Loiselet,C1836673
50816,Syndrome de dysplasie spondylo-métaphysaire-déficit immunitaire combiné,-,-,-,-,-,607944,-,SPENCDI ; Syndrome de Roifman-Melamed,C1842763
50817,Syndrome d'anomalie de Duane-myopathie-scoliose,Enfance,-,-,-,-,-,<1 / 1 000 000,Syndrome de Verloes-Deprez,-
50839,Maladie des griffes du chat,Tout âge,A28.1,27,10007729,D002372,-,1-9 / 100 000,Bartonellose à Bartonella henselae,C0007361  C0238909
50918,Maladie de Kikuchi-Fujimoto,"Adolescence, Adulte, Enfance",I88.1,6834,-,-,-,Inconnu,Lymphadénite histiocytaire nécrosante ; Maladie de Kikuchi,C0398367
50920,Polyadénomatose mammaire,Adulte,D24,-,-,-,615554,Inconnu,Fibroadénomes mammaires multiples,-
50942,Kératodermie palmoplantaire striée ou en bandes,-,Q82.8,-,-,-,148700  607654  612908,-,Hyperkératose palmoplantaire striée ou en bandes ; Hyperkératose palmoplantaire type Wachters ; KPP striée ou en bandes ; Kératodermie palmoplantaire type Wachters ; PPK striée ou en bandes,-
50943,Erythème kératolytique hivernal,-,-,8275,-,C536155,148370,-,Erythrokeratolysis hiemalis ; Maladie d'Oudtshoorn,C0406756
50944,Syndrome de Schöpf-Schulz-Passarge,"Enfance, Adolescence",Q82.8,-,-,-,224750,<1 / 1 000 000,SSPS ; SSSP ; Syndrome d'hyperkératose palmoplantaire-kystes des paupières-hypodontie-hypotrichose ; Syndrome de kératodermie palmoplantaire-kystes des paupières-hypodontie-hypotrichose ; Tumeurs eccrines-dysplasie ectodermique,C1857069
50945,Chondrodysplasie létale de Blomstrand,"Prénatal, Néonatal",Q78.8,914,-,C537914,215045,<1 / 1 000 000,BLC ; BOCD ; Chondrodysplasie de Blomstrand ; Chondrodysplasie type Blomstrand ; Ostéochondrodysplasie de Blomstrand,C1859148
51083,Syndrome du QT court familial,Tout âge,I49.8,-,-,-,609620  609621  609622,Inconnu,SQTS,-
51084,Syndrome des torsades de pointes à couplage court,-,I49.8,-,-,-,613600,-,-,-
51188,Encéphalopathie éthylmalonique,"Petite enfance, Néonatal",G31.8,2198,-,C535737,602473,<1 / 1 000 000,-,C1865349
51208,Acidurie formiminoglutamique,Enfance,E70.8,9279,-,-,229100,Inconnu,Déficit en FTCD ; Déficit en formiminotransférase cyclodésaminase ; Déficit en glutamate formiminotransférase,C0268609
51608,Calcification artérielle généralisée infantile,"Petite enfance, Néonatal",Q28.8,8380,-,C537440,208000  614473,Inconnu,Artériopathie oblitérante idiopathique ; Artériopathie occlusive infantile ; Artériosclérose infantile ; Calcification artérielle idiopathique infantile,C0264955  C1859727
